Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0.404761905,1,0.773638968,0,0.357142857,2,3,4,1,0.342857143,3,2,0,4,2,0.208478146,0.658743224,1,1,0,3,4,1,0.125,3,3,0.125,0.111111111,0,0.117647059
0.5,1,0.603868195,1,0.75,3,2,4,0,0.742857143,3,3,3,1,0,0.519799895,0.120016061,1,0,0.142857143,3,3,0,0.525,2,3,0.525,0.333333333,0.133333333,0.470588235
0.285714286,0,0.84025788,1,0.964285714,2,2,4,0,0.485714286,3,2,1,4,1,0.250974197,0.395101385,1,1,0.142857143,3,4,2,0.275,2,3,0.25,0.444444444,0.066666667,0.529411765
0.785714286,0,0.523638968,1,0,3,0,3,1,0.942857143,3,1,1,4,1,0.090258031,0.848705079,1,1,0,3,2,0,0.025,0,2,0.025,0,0,0
0.404761905,0,0.37034384,0,0,3,3,2,1,0.785714286,3,2,0,3,1,0.195260664,0.665127484,9,1,0,3,3,0,0.375,2,3,0.275,0.5,0.4,0.529411765
0.428571429,2,0.567335244,1,0,4,2,4,0,0.042857143,2,2,3,3,1,0.177198526,0.534711905,0,1,0.285714286,3,3,0,0.1,6,3,0.075,0.111111111,0.066666667,0.117647059
0.333333333,1,0.345988539,1,0.321428571,3,0,1,1,0.371428571,3,1,1,3,1,0.12764613,0.612969283,6,1,0.142857143,3,1,1,0.25,3,2,0.125,0.111111111,0.066666667,0.176470588
0.19047619,0,0.87965616,1,0.714285714,3,2,1,1,0.1,3,1,2,3,2,0.072037915,0.693796426,1,1,0.642857143,4,3,1,0.025,0,2,0.025,0.055555556,0,0
0.452380952,1,0.155444126,0,0.107142857,4,3,1,1,0.157142857,3,1,6,4,2,0.093944181,0.017867898,4,1,0.428571429,3,3,1,0.325,2,3,0.225,0.444444444,0.333333333,0.470588235
0.452380952,0,0.804441261,1,0.321428571,2,0,4,1,0.714285714,4,1,1,4,0,0.19331227,0.527524593,3,1,0.428571429,3,1,0,0.1,2,3,0.025,0,0,0
0.5,2,0.494269341,1,0,3,0,4,1,0.671428571,3,2,2,4,1,0.287677725,0.276852038,1,0,0.285714286,3,4,1,0.225,2,3,0.225,0.444444444,0.333333333,0.470588235
0.238095238,0,0.983524355,0,0.428571429,2,3,4,0,0.771428571,3,2,0,3,0,0.465771459,0.853563541,3,0,0,3,4,0,0.15,0,3,0.05,0,0.133333333,0.117647059
0.571428571,0,0.421919771,0,0.25,4,3,3,1,0.257142857,3,2,0,2,1,0.306266456,0.76607107,0,1,0,3,4,1,0.25,2,3,0.225,0.388888889,0.266666667,0.117647059
0.404761905,0,0.931232092,0,0.964285714,4,0,2,0,0.971428571,2,1,6,3,1,0.074828857,0.968078699,0,1,0.857142857,4,1,2,0.15,5,3,0.125,0.166666667,0.266666667,0.117647059
0.428571429,0,0.399713467,1,0.5,3,1,1,1,0.728571429,3,2,2,3,2,0.201421801,0.23143947,7,1,0.214285714,3,2,1,0.225,3,2,0.025,0,0,0
0.30952381,0,0.219197708,1,0.285714286,4,0,3,1,0.171428571,2,1,1,2,0,0.086782517,0.219112628,0,0,0.357142857,3,4,0,0.075,5,3,0.05,0.111111111,0.133333333,0.117647059
0.428571429,0,0.16260745,1,0.035714286,3,0,4,0,0.942857143,3,1,1,3,1,0.080779358,0.392451315,4,1,0.142857143,3,2,1,0.15,3,3,0.05,0.111111111,0.133333333,0.117647059
0.404761905,0,0.453438395,1,0.178571429,1,0,3,1,0.514285714,3,1,1,3,1,0.131490258,0.157639028,0,0,0.214285714,3,4,0,0.1,3,3,0.075,0.111111111,0.133333333,0.117647059
0.380952381,0,0.41260745,1,0.642857143,3,0,2,0,0.071428571,2,1,1,4,1,0.101105845,0.732543666,1,1,0.071428571,3,2,0,0.25,3,3,0.25,0.5,0.533333333,0.411764706
0.333333333,0,0.828796562,1,0.035714286,4,0,4,1,0.928571429,3,1,2,2,0,0.020221169,0.913792411,1,1,0.071428571,3,1,0,0.025,2,3,0.025,0,0,0
0.595238095,2,0.172636103,1,0.285714286,3,0,1,1,0.314285714,3,1,1,3,0,0.075250132,0.918851636,4,1,0.142857143,3,3,0,0.175,2,2,0.075,0.111111111,0.066666667,0.117647059
0.428571429,0,0.050143266,1,0.107142857,4,0,1,1,0.1,2,2,2,4,0,0.252817272,0.823529412,1,1,0.357142857,3,3,0,0.25,2,2,0.25,0.222222222,0.066666667,0.470588235
0.619047619,2,0.27722063,1,0.785714286,3,2,2,1,0.528571429,3,2,2,2,1,0.054397051,0.921461554,4,1,0.071428571,3,3,1,0.425,3,4,0.075,0.111111111,0.066666667,0.117647059
0.333333333,0,0.54226361,1,0.107142857,3,0,3,0,0.971428571,2,2,3,3,1,0.271353344,0.683798434,1,1,0.071428571,3,3,1,0.35,3,3,0.35,0.722222222,0.4,0.470588235
0.476190476,1,0.925501433,1,0.25,3,2,4,0,0.4,2,2,1,2,2,0.059189047,0.643284481,1,0,0.357142857,3,3,1,0.5,3,3,0.5,0.611111111,0,0.411764706
0.714285714,0,0.621060172,1,0.035714286,2,4,4,1,0.657142857,4,1,2,2,0,0.081621906,0.583256374,5,1,0,3,3,0,0.175,4,2,0.025,0,0,0
0.738095238,1,0.126790831,1,0.25,1,0,3,1,0.442857143,2,2,1,2,1,0.217008952,0.916000803,1,1,0.857142857,4,4,1,0.25,3,3,0.25,0.388888889,0.066666667,0.411764706
0.404761905,0,0.564469914,0,0.035714286,3,3,4,0,0.957142857,3,1,6,4,1,0.052922591,0.304878538,1,1,0.142857143,3,1,0,0.05,3,3,0.05,0.111111111,0.133333333,0.117647059
0.452380952,0,0.326647564,0,0.035714286,3,3,4,1,0.642857143,3,2,0,3,1,0.452501316,0.036779763,4,0,0,3,3,1,0.425,3,2,0.075,0,0.066666667,0
0.047619048,0,0.613896848,1,0,3,0,4,0,0.757142857,2,1,1,2,0,0.096208531,0.387994379,1,1,0.142857143,3,4,0,0.025,0,4,0.025,0,0,0
0.738095238,0,0.818767908,1,0.607142857,4,0,4,1,0.4,2,5,7,3,2,0.973828331,0.00124473,1,0,0.428571429,3,3,1,0.775,5,3,0.775,0.5,0,0.529411765
0.857142857,0,0.319484241,1,0.25,4,0,3,0,0.171428571,3,2,2,3,0,0.145918905,0.856615138,7,1,0,3,3,0,0.475,3,3,0.025,0,0,0
0.404761905,2,0.712750716,1,0.357142857,2,2,3,1,0.7,2,3,4,1,1,0.467351237,0.249267215,2,0,0.142857143,3,3,1,0.25,3,3,0.1,0,0.133333333,0.176470588
0.476190476,0,0.790830946,1,0.285714286,2,0,2,1,0.585714286,3,1,1,4,2,0.198104265,0.489821321,2,1,0.571428571,3,4,2,0.25,0,4,0.125,0.111111111,0,0.176470588
0.357142857,0,0.260028653,1,0.035714286,2,0,1,0,0.128571429,3,1,2,1,1,0.089415482,0.779562337,7,1,0.642857143,4,1,0,0.325,3,4,0.225,0.388888889,0.066666667,0.411764706
0.357142857,1,0.924068768,1,0.071428571,4,0,4,0,0.371428571,3,1,1,3,1,0.100052659,0.845814094,1,0,0,3,3,0,0.2,3,3,0.2,0.388888889,0.2,0
0.380952381,0,0.896848138,1,0.142857143,3,2,3,0,0.214285714,2,3,5,1,0,0.559347025,0.141377233,2,1,0.071428571,3,4,0,0.35,6,3,0.275,0.555555556,0.333333333,0.470588235
0.523809524,0,0.787965616,1,0.035714286,1,2,2,0,0.842857143,4,2,4,3,2,0.282675092,0.473559526,5,1,0.642857143,4,2,3,0.375,0,3,0.3,0.611111111,0.733333333,0.470588235
0.833333333,0,0,1,0.785714286,4,0,4,0,0.6,3,4,7,4,0,0.698578199,0.727243525,6,1,0.5,3,3,0,0.825,0,3,0.3,0.5,0.2,0.470588235
0.119047619,0,0.335959885,1,0.392857143,2,1,4,1,0.685714286,3,1,2,4,0,0.086255924,0.464886569,1,1,0.142857143,3,3,0,0.125,6,4,0.125,0.111111111,0.066666667,0.235294118
0.452380952,2,0.688395415,1,0.857142857,5,2,2,0,0.6,3,2,1,3,1,0.181147973,0.874201967,3,0,0.285714286,3,1,2,0.375,2,3,0.325,0.611111111,0.666666667,0.411764706
0.166666667,0,0.098853868,0,0.142857143,3,3,3,1,0.228571429,2,2,0,3,0,0.249341759,0.998393897,1,0,0,3,4,0,0.15,1,3,0.15,0.222222222,0,0.176470588
0.452380952,0,0.374641834,0,0,4,0,1,1,0.228571429,2,3,0,3,1,0.505529226,0.515077294,5,1,0,3,3,0,0.425,2,1,0.35,0.055555556,0.733333333,0.411764706
0.5,0,0.73782235,1,0,3,2,3,1,0.257142857,4,3,4,4,2,0.453080569,0.355270026,0,1,0.428571429,3,1,3,0.475,5,2,0.45,0.555555556,0.2,0.411764706
0.214285714,0,0.448424069,0,0.785714286,1,2,2,0,0.085714286,2,2,6,3,1,0.133280674,0.197711303,1,1,0.714285714,4,4,1,0.225,5,3,0.225,0.444444444,0.333333333,0.470588235
0.452380952,0,0.148280802,0,0.321428571,4,0,4,0,0.828571429,2,2,0,4,2,0.299368088,0.888536438,2,0,0.214285714,3,3,3,0.2,5,3,0.025,0,0,0
0.714285714,1,0.010744986,1,0.75,3,2,4,0,0.4,3,4,5,4,2,0.851237493,0.013772335,3,1,0,3,2,1,0.6,3,3,0.55,0.944444444,0.266666667,0.411764706
0.380952381,0,0.376790831,1,0.25,3,2,2,1,0.742857143,4,2,2,3,1,0.178778304,0.326601084,2,1,0.071428571,3,1,0,0.15,3,4,0.1,0.166666667,0.066666667,0.117647059
0.071428571,0,0.285816619,0,0.142857143,1,2,3,1,0.4,3,1,6,1,0,0.072195893,0.938968079,1,0,0,3,4,0,0.05,6,3,0.05,0.111111111,0.066666667,0.117647059
0.880952381,0,0.417621777,0,0.892857143,5,3,3,1,0.428571429,2,5,5,4,1,0.978251711,0.840915479,1,1,0.714285714,4,3,1,0.9,3,3,0.9,0.333333333,0.133333333,0.764705882
0.857142857,0,0.748567335,0,0.071428571,3,3,4,0,0.314285714,3,2,0,1,1,0.259662981,0.598956033,2,1,0.214285714,3,4,1,0.4,4,3,0.15,0.111111111,0,0.294117647
0.547619048,1,0.656160458,0,0,3,3,3,0,0.514285714,3,2,0,1,2,0.162927857,0.088456133,0,1,0.428571429,3,4,1,0.25,2,3,0.225,0.166666667,0.066666667,0.411764706
0.452380952,0,0.18982808,1,0.857142857,2,2,3,0,0.314285714,2,2,4,4,2,0.248657188,0.605380446,7,1,0.142857143,3,3,2,0.225,2,3,0.15,0.111111111,0.066666667,0.176470588
0.19047619,0,0.336676218,0,0.321428571,3,2,3,1,0.228571429,3,2,0,4,0,0.193522907,0.282312789,1,1,0.142857143,3,1,0,0.125,4,3,0.125,0.166666667,0.066666667,0.117647059
0.452380952,2,0.823782235,0,0.642857143,2,2,1,1,0.028571429,3,3,0,2,0,0.3492891,0.109215017,1,0,0.142857143,3,4,0,0.25,2,3,0.25,0,0,0.529411765
0.333333333,1,0.010028653,1,0.428571429,3,1,3,0,0.671428571,2,1,2,2,1,0.091311216,0.21027906,1,1,0.642857143,4,3,1,0.05,2,3,0.05,0.111111111,0.133333333,0.117647059
0.5,0,0.260744986,1,0,1,0,4,0,0.5,2,4,3,4,1,0.617851501,0.199397711,1,1,0.357142857,3,3,1,0.525,3,3,0.525,0.333333333,0.733333333,0.470588235
0.619047619,0,0.868911175,1,0.071428571,4,1,4,1,0.071428571,3,5,5,4,1,0.974407583,0.29166834,4,0,0.071428571,3,1,1,0.65,2,4,0.05,0.111111111,0,0.058823529
0.642857143,1,0.146131805,0,0.892857143,4,0,1,0,1,3,2,0,1,1,0.172564508,0.141979522,2,1,0.214285714,3,4,2,0.125,4,3,0.025,0.055555556,0,0
0.69047619,1,0.082378223,0,0.071428571,3,2,4,0,0.271428571,3,4,0,3,2,0.671985255,0.326480626,9,0,0.071428571,3,4,2,0.7,2,2,0.55,0.111111111,0.733333333,0.764705882
0.285714286,0,0.88252149,0,0.107142857,2,2,3,0,0.471428571,2,2,0,2,2,0.221169036,0.709335475,1,0,0.071428571,3,2,3,0.275,4,2,0.275,0.444444444,0.133333333,0.411764706
0.214285714,0,0.498567335,1,0.178571429,4,2,1,0,0.514285714,2,1,1,3,2,0.062032649,0.11720538,0,1,0.071428571,3,3,2,0.15,5,2,0.125,0.166666667,0,0.176470588
0.523809524,0,0.741404011,1,0,4,0,1,1,0.971428571,3,4,5,1,2,0.832754081,0.678458141,2,1,0,3,1,1,0.55,3,3,0.475,0.388888889,0.733333333,0.941176471
0.285714286,0,0.537249284,1,0,1,0,4,1,0.357142857,2,2,2,4,1,0.216798315,0.55828147,1,0,0.071428571,3,3,2,0.25,1,2,0.25,0.444444444,0.2,0
0.261904762,0,0.575931232,1,0.321428571,3,0,4,0,0.885714286,2,1,1,1,0,0.073459716,0.376831961,6,0,0.642857143,4,3,0,0.075,5,3,0,0,0,0
0.761904762,0,0.733524355,1,0,2,2,4,1,0.514285714,3,4,7,4,2,0.863085835,0.181529813,9,1,0.785714286,4,3,1,0.8,1,2,0.125,0.222222222,0.066666667,0.176470588
0.619047619,0,0.723495702,2,0,4,0,1,0,0.285714286,2,2,8,3,0,0.262032649,0.995783979,4,1,0,3,2,0,0.25,1,4,0.05,0.111111111,0,0.117647059
0.214285714,0,0.851719198,0,0.357142857,3,2,3,0,0.971428571,4,1,6,4,1,0.080305424,0.177996386,8,1,0.214285714,3,2,1,0.125,4,3,0.025,0,0,0
0.69047619,1,0.914756447,1,0.535714286,4,2,3,1,0.485714286,4,2,3,3,2,0.213691417,0.187311785,1,0,0.571428571,3,3,0,0.5,3,4,0.475,0.555555556,0.133333333,0.411764706
0.333333333,0,0.348137536,0,0.25,2,4,3,0,0.5,2,2,0,2,1,0.222169563,0.904637623,1,0,0,3,4,0,0.325,2,3,0.325,0.666666667,0.733333333,0.529411765
0.285714286,2,0.386103152,0,0.857142857,2,4,4,0,0.785714286,3,2,0,3,1,0.19626119,0.159606505,7,0,0.071428571,3,2,1,0.1,2,4,0.05,0.111111111,0.133333333,0.117647059
0.523809524,0,0.464183381,1,0.392857143,3,0,2,0,0.242857143,3,2,4,1,2,0.181095313,0.347480426,2,1,0.071428571,3,2,1,0.375,3,3,0.175,0.222222222,0.466666667,0.411764706
0.571428571,1,0.255014327,1,0.892857143,5,2,1,0,0.428571429,3,3,7,1,1,0.641495524,0.850712708,3,0,0.428571429,3,3,0,0.5,6,3,0.025,0,0,0
0.357142857,1,0.697707736,1,0.071428571,3,0,1,1,0.571428571,3,1,1,1,0,0.12317009,0.04296326,1,0,0,3,1,0,0.25,3,3,0.25,0.444444444,0.6,0.411764706
0.666666667,0,0.871776504,0,0.071428571,3,4,1,0,0.214285714,4,4,0,1,2,0.64328594,0.226661313,2,1,0.071428571,3,4,1,0.625,5,3,0.475,0.944444444,0.133333333,0.470588235
0.19047619,0,0.430515759,0,0.964285714,2,3,1,1,0.514285714,3,2,0,2,1,0.277145866,0.214173861,1,1,0.642857143,4,4,2,0.15,5,4,0.125,0.166666667,0.066666667,0.235294118
0.238095238,2,0.905444126,1,0.821428571,2,4,2,1,0.6,2,3,4,1,0,0.406161137,0.412005621,1,1,0.071428571,3,1,0,0.25,2,2,0.25,0.388888889,0.066666667,0.529411765
0.547619048,0,0.716332378,0,0,2,0,2,0,0.914285714,3,2,0,4,0,0.262453923,0.6980526,8,0,0,3,1,0,0.2,0,1,0.15,0.222222222,0,0.294117647
0.380952381,0,0.621776504,1,0.25,2,2,2,0,0.942857143,3,2,4,3,0,0.270300158,0.211443485,3,1,0,3,4,0,0.25,2,3,0.125,0.055555556,0.266666667,0.176470588
0.595238095,1,0.945558739,0,0.035714286,4,0,1,1,0.885714286,3,2,0,4,1,0.245708268,0.688697049,1,1,0.642857143,4,3,1,0.175,5,3,0.175,0.388888889,0.466666667,0.411764706
